name,city,state,url,website,buy_link,phone,email,type,notes,source,source_url,prices
Cable Materials Inc,Atlanta,GA,https://textileconnect.com/directory/cable-materials-inc/,https://textileconnect.com/directory/cable-materials-inc/,https://textileconnect.com/directory/cable-materials-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cactus Barn,Louisburg,NC,https://textileconnect.com/directory/cactus-barn/,https://textileconnect.com/directory/cactus-barn/,https://textileconnect.com/directory/cactus-barn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Caesar’s Upholstery,Jacksonville,NC,https://textileconnect.com/directory/caesars-upholstery/,https://textileconnect.com/directory/caesars-upholstery/,https://textileconnect.com/directory/caesars-upholstery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cafco Inc,Greer,SC,https://textileconnect.com/directory/cafco-inc/,https://textileconnect.com/directory/cafco-inc/,https://textileconnect.com/directory/cafco-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cahill & Swain Inc,Winston Salem,NC,https://textileconnect.com/directory/cahill-swain-inc/,https://textileconnect.com/directory/cahill-swain-inc/,https://textileconnect.com/directory/cahill-swain-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cain Awning Co. Inc.,Birmingham,AL,https://textileconnect.com/directory/cain-awning-co-inc/,https://textileconnect.com/directory/cain-awning-co-inc/,https://textileconnect.com/directory/cain-awning-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Calamo Silk,New York,NY,https://textileconnect.com/directory/calamo-silk/,https://textileconnect.com/directory/calamo-silk/,https://textileconnect.com/directory/calamo-silk/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Calcot Ltd.,Bakersfield,CA,https://textileconnect.com/directory/calcot-ltd/,https://textileconnect.com/directory/calcot-ltd/,https://textileconnect.com/directory/calcot-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Caledonian Dye Works, Inc.",Philadelphia,PA,https://textileconnect.com/directory/caledonian-dye-works-inc/,https://textileconnect.com/directory/caledonian-dye-works-inc/,https://textileconnect.com/directory/caledonian-dye-works-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Calgary Tent & Awning Ltd.,Calgary AB T2A 6A2 CANADA,,https://textileconnect.com/directory/calgary-tent-awning-ltd/,https://textileconnect.com/directory/calgary-tent-awning-ltd/,https://textileconnect.com/directory/calgary-tent-awning-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Calhoun Super Structures Ltd.,Tara ON N0H 2N0 CANADA,,https://textileconnect.com/directory/calhoun-super-structures-ltd/,https://textileconnect.com/directory/calhoun-super-structures-ltd/,https://textileconnect.com/directory/calhoun-super-structures-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Calico Printers Inc,Marion,NC,https://textileconnect.com/directory/calico-printers-inc/,https://textileconnect.com/directory/calico-printers-inc/,https://textileconnect.com/directory/calico-printers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
California Industrial Fabrics DBA CI Fabrics,San Diego,CA,https://textileconnect.com/directory/california-industrial-fabrics-dba-ci-fabrics/,https://textileconnect.com/directory/california-industrial-fabrics-dba-ci-fabrics/,https://textileconnect.com/directory/california-industrial-fabrics-dba-ci-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"California Webbing Mills, Inc.",Los Angeles,CA,https://textileconnect.com/directory/california-webbing-mills-inc/,https://textileconnect.com/directory/california-webbing-mills-inc/,https://textileconnect.com/directory/california-webbing-mills-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Callaway Sales & Mfg,Mt Airy,NC,https://textileconnect.com/directory/callaway-sales-mfg/,https://textileconnect.com/directory/callaway-sales-mfg/,https://textileconnect.com/directory/callaway-sales-mfg/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cal Trims,Los Angeles,CA,https://textileconnect.com/directory/cal-trims/,https://textileconnect.com/directory/cal-trims/,https://textileconnect.com/directory/cal-trims/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Camden Manufacturing Co,Camden,SC,https://textileconnect.com/directory/camden-manufacturing-co/,https://textileconnect.com/directory/camden-manufacturing-co/,https://textileconnect.com/directory/camden-manufacturing-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Camel Sign & Awning,Knoxville,TN,https://textileconnect.com/directory/camel-sign-awning/,https://textileconnect.com/directory/camel-sign-awning/,https://textileconnect.com/directory/camel-sign-awning/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Camoteck Co,Clinton,NC,https://textileconnect.com/directory/camoteck-co/,https://textileconnect.com/directory/camoteck-co/,https://textileconnect.com/directory/camoteck-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Camso USA Inc.,Charlotte,NC,https://textileconnect.com/directory/camso-usa-inc/,https://textileconnect.com/directory/camso-usa-inc/,https://textileconnect.com/directory/camso-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Candace Creations,Rock Hill,SC,https://textileconnect.com/directory/candace-creations/,https://textileconnect.com/directory/candace-creations/,https://textileconnect.com/directory/candace-creations/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Candor Textiles,Indore MP INDIA,,https://textileconnect.com/directory/candor-textiles/,https://textileconnect.com/directory/candor-textiles/,https://textileconnect.com/directory/candor-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Caney Valley Cotton Co.,Wharton,TX,https://textileconnect.com/directory/caney-valley-cotton-co/,https://textileconnect.com/directory/caney-valley-cotton-co/,https://textileconnect.com/directory/caney-valley-cotton-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canfab Products Ltd.,Edmonton AB T5L 4R6 CANADA,,https://textileconnect.com/directory/canfab-products-ltd/,https://textileconnect.com/directory/canfab-products-ltd/,https://textileconnect.com/directory/canfab-products-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canswe,Canoe BC V0E 1K0 CANADA,,https://textileconnect.com/directory/canswe/,https://textileconnect.com/directory/canswe/,https://textileconnect.com/directory/canswe/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas and Covers Whangarei Ltd.,Whangarei NTL NEW ZEALAND,,https://textileconnect.com/directory/canvas-and-covers-whangarei-ltd/,https://textileconnect.com/directory/canvas-and-covers-whangarei-ltd/,https://textileconnect.com/directory/canvas-and-covers-whangarei-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Barn Marine Trimming,Swan Reach VIC AUSTRALIA,,https://textileconnect.com/directory/canvas-barn-marine-trimming/,https://textileconnect.com/directory/canvas-barn-marine-trimming/,https://textileconnect.com/directory/canvas-barn-marine-trimming/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Craft Inc.,Otsego,MN,https://textileconnect.com/directory/canvas-craft-inc/,https://textileconnect.com/directory/canvas-craft-inc/,https://textileconnect.com/directory/canvas-craft-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Creation Galleries,Florence,SC,https://textileconnect.com/directory/canvas-creation-galleries/,https://textileconnect.com/directory/canvas-creation-galleries/,https://textileconnect.com/directory/canvas-creation-galleries/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Designers Inc.,Riviera Beach,FL,https://textileconnect.com/directory/canvas-designers-inc/,https://textileconnect.com/directory/canvas-designers-inc/,https://textileconnect.com/directory/canvas-designers-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Innovations,Holland,MI,https://textileconnect.com/directory/canvas-innovations/,https://textileconnect.com/directory/canvas-innovations/,https://textileconnect.com/directory/canvas-innovations/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
CanvasJohn,St. Petersburg,FL,https://textileconnect.com/directory/canvasjohn/,https://textileconnect.com/directory/canvasjohn/,https://textileconnect.com/directory/canvasjohn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvasland Holdings Ltd.,Levin MWT 5510 NEW ZEALAND,,https://textileconnect.com/directory/canvasland-holdings-ltd/,https://textileconnect.com/directory/canvasland-holdings-ltd/,https://textileconnect.com/directory/canvasland-holdings-ltd/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Products Association Zone 7 Inc.,West Palm Beach,FL,https://textileconnect.com/directory/canvas-products-association-zone-7-inc/,https://textileconnect.com/directory/canvas-products-association-zone-7-inc/,https://textileconnect.com/directory/canvas-products-association-zone-7-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Products Co. Inc.,Dubuque,IA,https://textileconnect.com/directory/canvas-products-co-inc/,https://textileconnect.com/directory/canvas-products-co-inc/,https://textileconnect.com/directory/canvas-products-co-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Products of Eagle River,Eagle River,WI,https://textileconnect.com/directory/canvas-products-of-eagle-river/,https://textileconnect.com/directory/canvas-products-of-eagle-river/,https://textileconnect.com/directory/canvas-products-of-eagle-river/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Replacements Div./Camper & Recreation Inc.,Loyal,WI,https://textileconnect.com/directory/canvas-replacements-div-camper-recreation-inc/,https://textileconnect.com/directory/canvas-replacements-div-camper-recreation-inc/,https://textileconnect.com/directory/canvas-replacements-div-camper-recreation-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Shop,Wilson,NC,https://textileconnect.com/directory/canvas-shop/,https://textileconnect.com/directory/canvas-shop/,https://textileconnect.com/directory/canvas-shop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Solutions,Spring Lake,MI,https://textileconnect.com/directory/canvas-solutions/,https://textileconnect.com/directory/canvas-solutions/,https://textileconnect.com/directory/canvas-solutions/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvastic Inc,Beaufort,NC,https://textileconnect.com/directory/canvastic-inc/,https://textileconnect.com/directory/canvastic-inc/,https://textileconnect.com/directory/canvastic-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Unlimited Event Rentals,Jackson,WY,https://textileconnect.com/directory/canvas-unlimited-event-rentals/,https://textileconnect.com/directory/canvas-unlimited-event-rentals/,https://textileconnect.com/directory/canvas-unlimited-event-rentals/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvas Works Inc.,Cokato,MN,https://textileconnect.com/directory/canvas-works-inc/,https://textileconnect.com/directory/canvas-works-inc/,https://textileconnect.com/directory/canvas-works-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canvasworks Inc.,Kennebunk,ME,https://textileconnect.com/directory/canvasworks-inc/,https://textileconnect.com/directory/canvasworks-inc/,https://textileconnect.com/directory/canvasworks-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Canwil Textiles Inc.,Auburn,GA,https://textileconnect.com/directory/canwil-textiles-inc/,https://textileconnect.com/directory/canwil-textiles-inc/,https://textileconnect.com/directory/canwil-textiles-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Caoel Inc Dyeing and Braiding,Troy,NC,https://textileconnect.com/directory/caoel-inc-dyeing-and-braiding/,https://textileconnect.com/directory/caoel-inc-dyeing-and-braiding/,https://textileconnect.com/directory/caoel-inc-dyeing-and-braiding/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capa Imports Inc,High Point,NC,https://textileconnect.com/directory/capa-imports-inc/,https://textileconnect.com/directory/capa-imports-inc/,https://textileconnect.com/directory/capa-imports-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cape & Isle Awnings Signs,North Charleston,SC,https://textileconnect.com/directory/cape-isle-awnings-signs/,https://textileconnect.com/directory/cape-isle-awnings-signs/,https://textileconnect.com/directory/cape-isle-awnings-signs/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capefear Sportswear,Wilmington,NC,https://textileconnect.com/directory/capefear-sportswear/,https://textileconnect.com/directory/capefear-sportswear/,https://textileconnect.com/directory/capefear-sportswear/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capel Inc Dyeing & Braiding,Troy,NC,https://textileconnect.com/directory/capel-inc-dyeing-braiding/,https://textileconnect.com/directory/capel-inc-dyeing-braiding/,https://textileconnect.com/directory/capel-inc-dyeing-braiding/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capel Rugs Mill Outlet – Troy,Troy,NC,https://textileconnect.com/directory/capel-rugs-mill-outlet-troy/,https://textileconnect.com/directory/capel-rugs-mill-outlet-troy/,https://textileconnect.com/directory/capel-rugs-mill-outlet-troy/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capel Rugs Outlet – Greenville,Greenville,SC,https://textileconnect.com/directory/capel-rugs-outlet-greenville/,https://textileconnect.com/directory/capel-rugs-outlet-greenville/,https://textileconnect.com/directory/capel-rugs-outlet-greenville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capelsie Mills Inc – N Main St,Troy,NC,https://textileconnect.com/directory/capelsie-mills-inc-n-main-st/,https://textileconnect.com/directory/capelsie-mills-inc-n-main-st/,https://textileconnect.com/directory/capelsie-mills-inc-n-main-st/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capelsie Mills Inc – Smitherman St,Troy,NC,https://textileconnect.com/directory/capelsie-mills-inc-smitherman-st/,https://textileconnect.com/directory/capelsie-mills-inc-smitherman-st/,https://textileconnect.com/directory/capelsie-mills-inc-smitherman-st/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capeteria,Asheville,NC,https://textileconnect.com/directory/capeteria/,https://textileconnect.com/directory/capeteria/,https://textileconnect.com/directory/capeteria/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capital Canopies Inc.,Upper Marlboro,MD,https://textileconnect.com/directory/capital-canopies-inc/,https://textileconnect.com/directory/capital-canopies-inc/,https://textileconnect.com/directory/capital-canopies-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capital City Awning Co.,Columbus,OH,https://textileconnect.com/directory/capital-city-awning-co/,https://textileconnect.com/directory/capital-city-awning-co/,https://textileconnect.com/directory/capital-city-awning-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capital Safety,Red Wing,MN,https://textileconnect.com/directory/capital-safety/,https://textileconnect.com/directory/capital-safety/,https://textileconnect.com/directory/capital-safety/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capital Thread Corp.,Raleigh,NC,https://textileconnect.com/directory/capital-thread-corp/,https://textileconnect.com/directory/capital-thread-corp/,https://textileconnect.com/directory/capital-thread-corp/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capitol Awning ShadeCaster,Richmond,VA,https://textileconnect.com/directory/capitol-awning-shadecaster/,https://textileconnect.com/directory/capitol-awning-shadecaster/,https://textileconnect.com/directory/capitol-awning-shadecaster/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capitol Flag & Flagpole Co,Raleigh,NC,https://textileconnect.com/directory/capitol-flag-flagpole-co/,https://textileconnect.com/directory/capitol-flag-flagpole-co/,https://textileconnect.com/directory/capitol-flag-flagpole-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capitol Tarpaulin Co.,Sacramento,CA,https://textileconnect.com/directory/capitol-tarpaulin-co/,https://textileconnect.com/directory/capitol-tarpaulin-co/,https://textileconnect.com/directory/capitol-tarpaulin-co/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capri Discount Flooring,Calhoun,GA,https://textileconnect.com/directory/capri-discount-flooring/,https://textileconnect.com/directory/capri-discount-flooring/,https://textileconnect.com/directory/capri-discount-flooring/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Capri International, Inc.",Dallas,TX,https://textileconnect.com/directory/capri-international-inc/,https://textileconnect.com/directory/capri-international-inc/,https://textileconnect.com/directory/capri-international-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Capsco Inc,Greenville,SC,https://textileconnect.com/directory/capsco-inc/,https://textileconnect.com/directory/capsco-inc/,https://textileconnect.com/directory/capsco-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Captain’s Shop,Morehead,NC,https://textileconnect.com/directory/captains-shop/,https://textileconnect.com/directory/captains-shop/,https://textileconnect.com/directory/captains-shop/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cap Yarns,Clover,SC,https://textileconnect.com/directory/cap-yarns/,https://textileconnect.com/directory/cap-yarns/,https://textileconnect.com/directory/cap-yarns/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Caracol Knits, S.A. de C.V.",,,https://textileconnect.com/directory/caracol-knits-s-a-de-c-v/,https://textileconnect.com/directory/caracol-knits-s-a-de-c-v/,https://textileconnect.com/directory/caracol-knits-s-a-de-c-v/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Caraustar – Asheville,Asheville,NC,https://textileconnect.com/directory/caraustar-asheville/,https://textileconnect.com/directory/caraustar-asheville/,https://textileconnect.com/directory/caraustar-asheville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Caraustar – Hardeeville,Hardeeville,SC,https://textileconnect.com/directory/caraustar-hardeeville/,https://textileconnect.com/directory/caraustar-hardeeville/,https://textileconnect.com/directory/caraustar-hardeeville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Caraustar – Kernersville,Kernersville,NC,https://textileconnect.com/directory/caraustar-kernersville/,https://textileconnect.com/directory/caraustar-kernersville/,https://textileconnect.com/directory/caraustar-kernersville/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carderie Vervietoise USA Inc,Reidsville,NC,https://textileconnect.com/directory/carderie-vervietoise-usa-inc/,https://textileconnect.com/directory/carderie-vervietoise-usa-inc/,https://textileconnect.com/directory/carderie-vervietoise-usa-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cardiac Sports,Charlotte,NC,https://textileconnect.com/directory/cardiac-sports/,https://textileconnect.com/directory/cardiac-sports/,https://textileconnect.com/directory/cardiac-sports/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cardinal Canvas Products Inc.,Sioux Falls,SD,https://textileconnect.com/directory/cardinal-canvas-products-inc/,https://textileconnect.com/directory/cardinal-canvas-products-inc/,https://textileconnect.com/directory/cardinal-canvas-products-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cardinal Cleaners,Reidsville,NC,https://textileconnect.com/directory/cardinal-cleaners/,https://textileconnect.com/directory/cardinal-cleaners/,https://textileconnect.com/directory/cardinal-cleaners/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cardinal Health,Asheville,NC,https://textileconnect.com/directory/cardinal-health/,https://textileconnect.com/directory/cardinal-health/,https://textileconnect.com/directory/cardinal-health/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
CARE program,Dalton,GA,https://textileconnect.com/directory/care-program/,https://textileconnect.com/directory/care-program/,https://textileconnect.com/directory/care-program/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Cargill Cotton – Cordova, TN",Cordova,TN,https://textileconnect.com/directory/cargill-cotton-cordova-tn/,https://textileconnect.com/directory/cargill-cotton-cordova-tn/,https://textileconnect.com/directory/cargill-cotton-cordova-tn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Cargill Cotton – Gainesville, GA",Gainesville,GA,https://textileconnect.com/directory/cargill-cotton-gainesville-ga/,https://textileconnect.com/directory/cargill-cotton-gainesville-ga/,https://textileconnect.com/directory/cargill-cotton-gainesville-ga/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Cargill Cotton – Gastonia, NC",Gastonia,NC,https://textileconnect.com/directory/cargill-cotton-gastonia-nc/,https://textileconnect.com/directory/cargill-cotton-gastonia-nc/,https://textileconnect.com/directory/cargill-cotton-gastonia-nc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Cargill Cotton – Lubbock, TX",Lubbock,TX,https://textileconnect.com/directory/cargill-cotton-lubbock-tx/,https://textileconnect.com/directory/cargill-cotton-lubbock-tx/,https://textileconnect.com/directory/cargill-cotton-lubbock-tx/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Cargill Cotton – Memphis, TN",Memphis,TN,https://textileconnect.com/directory/cargill-cotton-memphis-tn/,https://textileconnect.com/directory/cargill-cotton-memphis-tn/,https://textileconnect.com/directory/cargill-cotton-memphis-tn/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Cargill Cotton Warehouse – Hasslet, TX",Hasslet,TX,https://textileconnect.com/directory/cargill-cotton-warehouse-hasslet-tx/,https://textileconnect.com/directory/cargill-cotton-warehouse-hasslet-tx/,https://textileconnect.com/directory/cargill-cotton-warehouse-hasslet-tx/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cargo Logistics Network,Charlotte,NC,https://textileconnect.com/directory/cargo-logistics-network/,https://textileconnect.com/directory/cargo-logistics-network/,https://textileconnect.com/directory/cargo-logistics-network/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Cari Fabrics,Greensboro,NC,https://textileconnect.com/directory/cari-fabrics/,https://textileconnect.com/directory/cari-fabrics/,https://textileconnect.com/directory/cari-fabrics/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Caristrap International, Inc.","Laval, QC H7S 1N8",,https://textileconnect.com/directory/caristrap-international-inc/,https://textileconnect.com/directory/caristrap-international-inc/,https://textileconnect.com/directory/caristrap-international-inc/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carlisle Finishing,Carlisle,SC,https://textileconnect.com/directory/carlisle-finishing/,https://textileconnect.com/directory/carlisle-finishing/,https://textileconnect.com/directory/carlisle-finishing/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carlton Textiles,Spartanburg,SC,https://textileconnect.com/directory/carlton-textiles/,https://textileconnect.com/directory/carlton-textiles/,https://textileconnect.com/directory/carlton-textiles/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
"Carnegie Textile Co., The",Solon,OH,https://textileconnect.com/directory/carnegie-textile-co-the/,https://textileconnect.com/directory/carnegie-textile-co-the/,https://textileconnect.com/directory/carnegie-textile-co-the/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolace Embroidery,Hope Mills,NC,https://textileconnect.com/directory/carolace-embroidery/,https://textileconnect.com/directory/carolace-embroidery/,https://textileconnect.com/directory/carolace-embroidery/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
Carolina Absorbent Cotton Div,Charlotte,NC,https://textileconnect.com/directory/carolina-absorbent-cotton-div/,https://textileconnect.com/directory/carolina-absorbent-cotton-div/,https://textileconnect.com/directory/carolina-absorbent-cotton-div/,,,manufacturer,Textile Connect: apparel-and-product-manufacturing,Textile Connect,https://textileconnect.com/directory/,Contact for quote
